id--response_id	submitdate--date_submitted	lastpage--last_page	startlanguage--start_language	a03--gender:__this_question_is_entirely_optional_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a06--city:__this_question_is_entirely_optional_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a05--state/province:__this_question_is_entirely_optional_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a04--country:__this_question_is_entirely_optional_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	b02--formation_or_concentration:__please_tell_us_your_educational_background_(biology,_chemistry,_physics,_etc)	b01--please_tell_us_the_highest_degree_achieved:	b03--are_you_affiliated_with_any_institutions/groups/organizations?	b04--could_you_tell_us_which_one(s)?	b05--if_you_are_in_an_academic_institution,_what_is_your_main_occupation:__ 	c01-- __which_of_these_are_your_main_work_area?	c02--for_how_many_years_have_you_been_working_in_this_area?__ 	e01--how_do_you_perceive_research_equipment_access_inside_your_group/institution?	e03--could_you_explain_a_bit_your_previous_answer?	e02--which_of_the_following_do_you_consider_to_be_the_biggest_difficulty_in_equipment_access?	e04[sq001]--which_equipments/tools_are_most_used_in_your_lab/workspace?_[most_used:]	e04[sq002]--which_equipments/tools_are_most_used_in_your_lab/workspace?_[second_most_used_(if_any):]	e04[sq003]--which_equipments/tools_are_most_used_in_your_lab/workspace?_[third_most_used_(if_any):]	e08[sq001]--if_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_pcr_machine)_[equipment_1:]	e08[sq002]--if_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_pcr_machine)_[equipment_2_(if_any):]	e08[sq003]--if_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_pcr_machine)_[equipment_3(if_any):]	e05--was_there_ever_a_need_to_change_a_project_due_to_problems_related_to_equipment_use/access?	e06--could_you_tell_us_which_equipment_caused_the_change?_(please_try_to_avoid_acronyms, _use_thermocycler_instead_of_pcr_machine).	e07--in_case_any_projects_had_to_be_changed_due_to_access/problems,_could_you_tell_us_why?	d01--do_you_use_open_technologies*_in_your_work/research/projects?__ __*any_tools,_code_or_equipment_based_on_open_source_(build,_calibration_plans,_and/or_code_freely_distributed)__ 	d04--which_ones?_(please_list_all_that_you_remember._separate_them_with_commas:_imagej,_python,_ubuntu,_openpcr,_etc)	d02--do_you_know_anyone_who_is_using_open_technologies?	d05--could_you_tell_us_what_they_are_using?_(please_list_all_that_you_remember._separate_them_with_commas:_imagej,_python,_ubuntu,_openpcr,_etc)	d03--do_you_know_any_scientific_equipment_that_is_open_source?	d06--which_ones_(please_list_all_that_you_know/remember._separate_them_with_commas:_openpcr,_openephys,_etc)	f01--would_you_consider_buying_equipment_from_new_brands?	f08--could_you_tell_us_why?	f02--would_you_consider_building_laboratory_equipment_yourself,_if_you_were_given_a_list_of_necessary_components_and_the_building_and_calibration_manuals?	f09--could_you_tell_us_why?	f03--have_you_ever_tested_equipment_from_less_known/new_brands?	f04--you_did_it_because:	f05--have_you_ever_built_laboratory_equipment_yourself?	f06--could_you_please_tell_us_a_bit_more_about_it?	f07--would_you_like_to_test_research_equipment_from_new_brands_or_distributed_under_diy_paradigm?
234	2019-02-04 09:50:58	8	en	male	khartoum	khartoum	sudan	physics	phd	yes	faculty of science, university of khartoum	professor	physics	13	unsatisfactory	due to the current economical hardship in sudan and american sanctions on sudan it is entirely impossible to have access to laboratory equipment and  spare parts.	certain types of equipment are not available	spectrometers	xray diffractometer  (xrd)	xray florecence (xrf)	xray diffractometer	xray florecence	none	yes	xray diffractometer	equipment broke and it took too much time to repair it	yes	python, ubuntu, reprap 3d printers, arduino.	yes	flypi, ubuntu, arduino, python.	yes	openpcr, flypi.	maybe	available funds are very limited and scarce and i would prefer not to take risks.	yes	i am a strong supporter of open source equipment.	yes	looking for affordable option	yes	flypi, openpcr, reprap 3d printer, ultrasonic function generator, light gate timer.	yes
235			en																																						
236		3	de	female	göttingen	niedersachsen	deutschland	physik	masters	yes	sub göttingen	administration	physics	18					none	none		none	none																		
237	2019-02-04 11:28:02	8	en	male	london		united kingdom	biotechnology	phd	yes	university of sussex	researcher	biology	13	satisfactory	i have access to all equipment required for my research.		freezer	pipettes	microbiological safety cabinet	another microbiological safety cabinet	none	none	no			no		no		no		yes	if it was considerably cheaper than more recognisable brand.	no	because of time constraints.	no		yes	i bought a small bacterial incubator which had to be assembled in the lab.	yes
238		5	en	female	khartoum	khartoum	sudan	physics	masters	yes	organization of women in science organization  (owsd)	researcher	physics	15	unsatisfactory	the equipment are not enough to complete research	certain types of equipment are not available	x ray difractometer	scanning election microscopy 	tunneling electron microscopy	tunneling electron microscopy	scanning election microscopy 	x ray difractometer	i wouldn't know			yes	"quantum espresso 
ubunto"	yes	"quantum espresso 
ubunto"	no										
240		1	en																																						
241		3	es		rosario	santa fe	argentina	bioquimica	phd	yes	unr-conicet	professor	health	26	satisfactory	los equipos en lineas generales se comparten 			none	none		none	none	no																	
242			es																																						
243	2019-02-05 09:16:02	8	en				united kingdom	biology	phd	yes		researcher	biology	4	partially satisfactory	"i tend to do a lot of genetics work. most universities tend to have some sort of molecular lab which usually has the main equipment required.
computers however tend to be too slow for any analysis with large datasets."	certain types of equipment are not available	computers	bat detectors	molecular lab equipment	pyrosequencer	fast computer	none	no			yes	r, linux, python	yes	r, linux, python, ubuntu	no		yes	they may have better prices	yes	it might be better for the environment and cheaper depending on the type of equipment	yes	brand was recommended by a colleague	no		yes
244		3	en		saint-petersburg		russia	ceramics	masters			researcher	engineering	15					none	none		none	none																		
245	2019-02-05 11:13:30	8	en	male	ibadan		oyo	physiology(neuroscience)	masters	yes	bingham university, university of ibadan, university of kwazulu natal, trendin africa	researcher	biology	6	unsatisfactory	it is pretty hard to get things done. mostly an investigator may have to send samples out of the university to analyse.	certain types of equipment are not available	elisa machine	animal behavior tracking system	none	immunoabsorbent assay machine	thermocycler	none	yes	thermocycler, automated behavior tracker		yes	imagej, arduino microcontroller	yes	flypi, imagej, raspebrry pi, arduino	yes	flypi	maybe	if i have the funds, yes. but if can't afford it, then i would prefer a cheaper alternative.	yes	it will help me understand how it works, and most importantly, how to maintain and fix if something goes wrong. it will also help me to know how to fix some other similar equipments, be it open source or off the shelf.	no		no		yes
246		1	en	female																																					
247	2019-02-05 18:39:41	8	en	male	kinshasa	kinshasa	democratic republic of the congo	biology	masters	yes	university of kinshasa	researcher	biology	6	unsatisfactory	our institution is not equipped for research. there is a serious lack of equipment.	too many users for a small number of equipment/tools	balance, microscope	none	none	a thermocycler	a fluorescent microscope	none	i wouldn't know			no		no		no		yes	to advance with research and to give practicals with to undergraduate students.	yes	it will allow me to have access to equipment at low cost and to advance with my research.	no		yes	yep, it was in a workshop on 3d printing.	yes
248	2019-02-05 21:32:17	8	en	female			bermuda	marine biology	phd	yes		non-administrative/non-academic work	biology	20	partially satisfactory	"we have limited funds so have to purchase the best general purpose equipment that we can and try to make it work for a variety of different applications. (e.g. one good stereo dissecting microscope, but we would really like one with a fixed stage for dissecting smaller items, with higher magnification, and one for dissecting larger items, with an arm that can be adjusted for items of varying sizes.) access to specialised software can also be a problem. sometimes software is ""not available in your area""."	other	microscope	remote cameras	data loggers	a second high power microscope	more microscope cameras so we didn't have to move the one camera we have between microscopes	none	no			yes	"so far, only code.
imagej; r;"	yes	"code: imagej,; python

equipment: open rov"	yes	openrov	maybe	with limited funds, i would need to have a fiarly reliable recommendation before purchasing an unfamiliar brand because, if it didn't work out well, there would no funds for a replacement item.	yes	we often have to make field equipment ourselves using whatever we can buy in a hardware store, because it simply is not possible to buy the items locally and the cost of shipping larger items is often more expensive than the item itself. i would consider building equipment if the components were readily available locally - bearing in mind that, often, things considered commonplace in larger countries are not available on small, remote islands! i would definitely consider building something from a kit, even if a few things had to be purchased separately. for example, a compact, easily shipped kit containing the instructions and any hard to find components, that would be supplemented by bulky but inexpensive items that are available from the hardware store.	no		no		yes
249		3	en	male	brighton	east sussex	uk	biology	masters	yes	university of sussex	student	biology	2					none	none		none	none																		
250	2019-02-06 20:16:58	8	en	male	leiden	zuid holland	the netherlands	physics	phd	yes	technical univesity delft	researcher	physics	8	satisfactory	we have a lot of equipment and access to build our own.		laser	microscope	spectrometer	none	none	none	i wouldn't know			yes	python, imagej 	yes	arduino, python	no		yes	i usually base my decision for buying equipment on the specifications and how easy and accessible it is to use. if a new brand provides proper documentation and the specifications i need, i am fine with it.	yes	i already build my own instruments, in my case complex microscopes that may or may not be available commercially. 	yes	brand was recommended by a colleague	yes	i build a combined afm-optical microscope with several working modes (confocal, wide field) for my phd. later during my first postdoc i built a confocal microscope that included two-photon excitation for single-molecule fluorescence enhancement. now i built a confocal photo-thermal microscopy.	yes
251	2019-02-06 21:10:06	8	en	male				civil engineering	phd	yes	university	professor	engineering	9	partially satisfactory	i could join a group with existing equipment, but for the purchase of new equipment etc. i would needed to much money. 	certain types of equipment are not available	characterization equipment 	compression frames	direct shear tests	esem	none	none	i wouldn't know			yes	python, fortran 	i wouldn't know		yes	osinterface	yes	the time and the effort to develop own equipment and the massive effort to calibrate it until it is working. basically often the time that is needed for this is not available even, it would be much more fun and senseful! 	yes	beside the resrictions, if you build your own equipment you are super flexible to adapt it to your own needs (or new needs)	yes	looking for affordable option	yes	i developed a open hardware device which is not fully documented unfortunately. 	yes
252		2	en	female				physics	phd	yes	max planck		arts																												
253		1	es	male			argentina																																		
254	2019-02-07 23:10:13	8	es	male	tandil	buenos aires	argentina	ingeniero agrónomo -  doctorado en curso	other	yes	universidad nacional de mar del plata, facultad de ciencias agrarias	professor	engineering	15	partially satisfactory	los elevados costos y dificultades para la importación de equipos limita el acceso a los equipos	certain types of equipment are not available	barra para medir radiación (radiómetro)	drone	cámara termográfica	drone tipo octocóptero	cámara termográfica tipo flir vue pror	cámara multiespectral	yes	falta de sensores para medir humedad del suelo tipo sonda de neutrones	equipment broke and it took too much time to repair it	yes	"imagej
drones de código abierto"	yes	"drones de código abierto
imagej"	yes	"drone de código abierto (flone)
https://opensource.com/article/18/2/drone-projects"	yes	porque los componentes de los equipos de marcas reconocidas son iguales a los que se puedan hacer nuevos	yes	menores costos y posibilidad de repararlos	yes	looking for affordable option	yes	"drones de código abierto
sensores para data loggers para medir temperatura (termocuplas)"	yes
255		3	de	female	kiel	schleswig-holstein	deutschland	informatik	phd	yes	cau kiel	professor	computer science	12					none	none		none	none																		
256		2	en	male	ibadan	oyo state	nigeria	pharmacology	phd	yes	foresight institute of research and translation, ibadan, nigeria		arts																												
257	2019-02-08 13:55:00	8	en	male	heidelberg	badenwürtemberg	germany	physics	phd	yes	embl heidelberg	researcher	biology	1	satisfactory	working at the best life science institute in europe means unprecedented access to all kinds of equipment, professionally managed infrastructure, funding, training and sponsorship (by companies). i can get almost anything i need.		microfluidics workstation	fluorescence activated cell sorter (facs)	clean room	microfluidics workstation	temperature controlled shaker for eppendorf tubes and well-plates	mask aligner for photolithography	yes	booking conflicts with other groups	equipment unavailable (other reasons than being broken)	yes	python, r, inkscape, gimp, blender, imagej, open microfluidics instruments, arduino, raspberry pi with linux, thunderbird, firefox, libre office, docubricks, open journal management system	yes	python, r, inkscape, gimp, blender, imagej, open microfluidics instruments, arduino, raspberry pi with linux, thunderbird, firefox, libre office, docubricks,	yes	a lot of them >100	yes	if they are more modifiable, community supported, cheaper	yes	it's fun and it gives me maximum flexibility	yes	looking for affordable option	yes	i have designed >10 open hardware projects for research myself, either for community use or for my own research. i have also tested instructions from others (and mostly made negative experiences with that).	yes
258		2	en					biology 	bachelors of science	no		researcher	biology	6																											
259		5	en					test	phd			administration	biology	2	satisfactory			dd	none	none	dd	none	none	yes			no		i wouldn't know		no		no	d	no	d	no				no
260	2019-02-08 15:41:19	8	en	male	paris		france	maths and epidemioilogy	phd	yes	cri paris	researcher	education	1	satisfactory			computer	none	none	dont know	none	none	no			yes	ubuntu, python, r, jupyter	yes	ubuntu, python, r, jupyter	no		yes	if good and proven quality, why not	yes	if easy to make, and good documentation for maintainance, etc, why not	no		no		no
261			en																																						
262		3	en	male	paris		france	mathematics, biology	phd	yes	center for research and interdisciplinarity (cri), paris	administration	biology	18					none	none		none	none																		
263		1	en																																						
264	2019-02-08 19:18:53	8	en	female	paris		france	computer science and biology	masters	yes	cri paris	student	computer science	1	satisfactory	access to a computing cluster		computer	computing cluster	none	none	none	none	no			yes	python, r, ubuntu, jupyter, github, gitlab	yes	python, r, ubuntu, jupyter, github, gitlab, imajej	no		no	the only equipment i need is a computer and their buying is restricted by public markets.	yes	if i needed laboratory equipment and were assured of the quality of the final object.	no		no		yes
265		0	en					biologie	masters			student	biology	7					none	none		none	none																		
266	2019-02-09 12:36:19	8	en	male	paris		france	biology	phd	yes	cri	researcher	biology	10	satisfactory	i have access to almost all of the best equipment available for my research projects.		thermocycler	microplate reader	shaking incubator	liquid-handling robot	colony-picking robot	plate spreading robot	yes	liquid-handling robot	equipment unavailable (other reasons than being broken)	yes	imagej, python, opentrons	yes	imagej, python, ubuntu	yes	opentrons	yes	established brands do not have a reputation for excellent quality	yes	if i build the equipment myself, i can fix problems and create more reliable equipment.	yes	brand was recommended by a colleague	yes	i built an array of leds for illuminating 96-well microplates	yes
267	2019-02-10 08:37:58	8	en	male	cape town	western cape	south africa	medical training	specialization (after undergrad studies)	yes	volunteers for promoting health and technical education (vphte)	researcher	health	15	unsatisfactory	research equipment inside our institution is unsatisfactory due to lack of enough funds allocated to the research.	certain types of equipment are not available	microscopies	none	none	mashines for blood test	enough computers and softwares for data analysis	none	yes	blood test mashine	equipment unavailable (other reasons than being broken)	i wouldn't know		no		no		yes	yes because the new brand gives result accuracy 	yes	this will help me to be more effective in my research projects	yes	only available brand	no		yes
268			en																																						
269	2019-02-10 19:59:23	8	en	male			belgium	biology	phd			non-administrative/non-academic work	biology	16	unsatisfactory		certain types of equipment are not available	pcr thermocycler	electrophoresis	microscope (bacteria)	electroporator	-80°c fridge	robot for miniprep	i wouldn't know			yes	colorimeter, centrifuge, pcr etc  (from thingiverse or plos publications)	no		yes	openpcr, flypi, etc	no	i prefer diybio	yes	know the machine, possibility to repare myself, possibility to improve it, following the movement of open science (biologyshould be free)	no		yes	microscope, thermocycler, micropipette, centrifuge etc	yes
270		1	en	female	suva		fiji																																		
271			en																																						
272		3	en	male	paris	paris	france	information sciences and management sciences	masters			student	other	3					none	none		none	none																		
273	2019-02-11 08:48:46	8	en	male	san martín, , argentina	prov. de buenos aires	argentina	biology	phd	yes	conicet	researcher	biology	20	partially satisfactory		certain types of equipment are not available	thermocycler	microscopes	centrifuges	live cell imaging confocal scope, w/laser based automfocys	live cell imaging wide field scope, auto xyz, w/ laser based autofocus	gradient 96 well thermocycler	yes	automated scope	equipment unavailable (other reasons than being broken)	yes	imagej, phyton, own design hardware	yes	same as before	yes	"desktop centrifuges, scopes, etc.
"	yes	affordability, usability	yes	affordability, custmization	yes	looking for affordable option	yes	electroporator	yes
274		3	en	male	paris		france 	neuro	masters	yes		researcher	engineering	5					none	none		none	none																		
275	2019-02-11 11:05:54	8	en	male	brighton	sussex	united kingdom	biology	masters	yes	university of sussex	student	biology	7	partially satisfactory	we are mainly restricted by space and the cost of research equipment.	certain types of equipment are not available	pipettes	microscopes	tubes	thermocycler	uv hood	pipettes	i wouldn't know			no		yes	imagej, ubuntu, openscad	no		yes	to reduce costs or source better alternative equipment.	yes	this would give me more control over experimental work and potentially reduce costs of ordering in laboratory consumables/equipment.	no		no		yes
276		3	en	male	rostock	mecklenburg-vorpommern	germany	informatics	masters	yes	local hackerspace / free wifi community	administration	computer science	10					none	none		none	none																		
277			en																																						
278		1	en	male	paris	france	idf																																		
279		3	en	male	paris	france		electrophysiology	basic school	no		non-administrative/non-academic work	health	5	unsatisfactory	materiel too expensive			none	none		none	none																		
280		3	en		nairobi		kenya	neuroscience	phd	yes	university of nairobi	professor	health	29					none	none		none	none																		
281	2019-02-12 08:42:31	8	en	male	nairobi		kenya	neuroscience	phd	yes	university of nairobi	professor	health	29	unsatisfactory		certain types of equipment are not available	open field, t-maze, elevated plus maze	puzzle box	none	freezing microtome	fluorescence microscope	video tracking 	no			no		no		no		yes	may have lower cost.	yes	by building my own equipment, it would be easier to maintain and repair. it would also be useful for students. 	no		yes	open field, t-maze, elevated plus maze, light/dark box	yes
282		1	fr	male																																					
284		5	en	male	montbeliard		france	electronics	masters	no		non-administrative/non-academic work	engineering	8	unsatisfactory	"- poor access to equipment
- poor information about it
- high cost to access it"	the amount of time necessary to repair/calibrate existing equipment	fusion oven	none	none	none	none	none	i wouldn't know			yes	python, ubuntu, 3d printer, picos18, laser cutter, k40 whisperer	i wouldn't know		no										
285		3	fr	male	casablanca		maroc	ingénierie d'électronique 	specialization (after undergrad studies)	no		non-administrative/non-academic work	engineering	15																											
286	2019-02-13 09:48:13	8	en	female	le mans	pays de la loire	france	arts studies	masters	yes	labfab rennes	professor	arts	40	unsatisfactory	missing equipment + difficulty in modifying and adapting them. too expensive sometimes.	the amount of time necessary to repair/calibrate existing equipment	producing electricity ( renewable et allowing mobility)	compressor	optical bench	according to  project	none	none	yes	need to adapt projects to available equipments	equipment unavailable (other reasons than being broken)	yes	computer and softwares, scanners, 3d printer, plotter, micro-controller	yes	computer and softwares, scanners, 3d printer, plotter, micro-controller, centrifuge, smart phone as a microscope	yes	smart phone as a microscope	maybe	rather diy	yes	more educational, easy to modify.	no		yes	scanner, reprap	yes
287	2019-02-13 09:44:17	8	fr	female	bruxelles		belgique	art	masters	no		student	arts	6	unsatisfactory	pas d accès a des outils de laboratoire pour faire de la recherche il faut toujours passer par un laboratoire existant avec une collaboration rémunéré. un seul biohacker space a gand mais trés peu de matériel disponible	certain types of equipment are not available	verrie scientifique 	gaz	outils spécifiques	équipements piur faire du verre a vide	remplissage de gaz nobles	outils spécifiques	no			yes	linux, arduino, pure data, fitzing	yes	"documentation sur wiki 
ressouces de centre de recherchrs en ligne ( ecallsito project)
linux flavours
arduino
pie 
"	no		yes	si c est moins chère	no	je le fais piur un projet spécifique	yes	looking for affordable option	no		yes
288			fr																																						
289		1	de																																						
290	2019-02-13 20:57:18	8	en	female	san francisco	ca	usa	biology	phd	yes	ucsf	researcher	biology	10	satisfactory			electrophysiology	imaging	sound recording	microscope	amplifiers for electrophysiology	microphones and amplifiers and filters	i wouldn't know			yes	imagej, python, ubuntu, firefox, 	yes	same	yes	openephys	yes	why not	yes	to save money and to know how it works	no		yes	for custom things that aren't available commercially	no
291	2019-02-14 06:53:55	8	en	male	kumasi 	ashanti	ghana	physics 	bachelors of science	yes	kwame nkrumah university of science and technology 	researcher	physics	3	partially satisfactory	we have to improvise with some of the equipment available in performing some experiments 	certain types of equipment are not available	potentiostat 	uv-vis spectrophotometer	ftir spectrometer 	potentiostat 	ftir spectrometer 	uv-vis spectrophotometer	no			no		no		no		no	financial constraints 	yes	when broken i could fix it myself. our uv-vis is not operational because it is broken down and we must fly someone all the way from us to fix it. 	no		no		yes
293		6	en	female			argentina	biología	phd			student	biology	7	unsatisfactory	lack of equipment	certain types of equipment are not available	optic equipment	molecular biology equipment	none	fluorescence microscope	equipment for optogenetics 	none	no			yes	image j, python	yes	image j, python	no		yes	price	yes	versatility and price	yes	looking for affordable option	no		yes
294	2019-02-14 21:58:32	8	en	female	cordoba	córdoba	argentina	biology	phd	yes	conicet	researcher	biology	18	unsatisfactory	the equipment is insufficient and outdated.	certain types of equipment are not available	microscopes	western blot equipment 	laminar flow hood 	confocal microscope	western blot equipment	none	yes	spinning disk microscope	equipment unavailable (other reasons than being broken)	no		no		no		yes	i would buy equipment from new brands if they offer a trustworthy warranty. generally, new brands have promotional prices.	yes	i would build lab equipment myself if it were cheap. 	yes	looking for affordable option	no		yes
295	2019-02-14 22:15:59	8	en	female	buenos aires	caba	argentina	biology	phd	yes	universidad de buenos aires	researcher	biology	24	unsatisfactory	available funds are limited for new equipment and for maintenance of existing equipment. administrative work to acquire, import or repair is big.	certain types of equipment are not available	thermocycler	confocal microscope	patch clamp amplifier	ultraviolet transilluminator	electrophoresis system for agarose gels	thermocycler for quantitative real time assays 	yes	consumables became too expensive	consumables were not available	yes	imagej, matlab	yes	imagej, matlab	no		yes	i am open to analyze pros and cons of several alternatives before buying	yes	i like the autonomy it brings, plus the opportunity for learning	yes	looking for affordable option	no		yes
296		1	en																																						
297		0	en																																						
298		3	en	female				biology	phd	no		researcher	biology	3					none	none		none	none																		
299		3	en	female	abuja 	fct	nigeria 	anatomy 	phd	yes	edo university 	researcher	biology	8					none	none		none	none																		
300	2019-02-15 15:08:19	8	es	female	buenos aires		argentina	biologia	phd	yes	universidad de buenos aires - conicet	researcher	biology	22	partially satisfactory	tengo buen acceso a equipos institucionales, relativamente grandes, pero cuando requiero una variedad de equipos medianos/chicos el acceso es limitado por cuestiones presupuestarias.	certain types of equipment are not available	laberintos para analizar conducta en roedores	pipetas	centrífugas	termociclador en tiempo real	centrifugadora refrigerada	bomba peristaltica para perfusion cardiaca	no			yes	lenguaje r, fiji	yes	ubuntu	no		maybe	necesitaría tener referencias de su performance si voy a invertir dinero y tiempo.	yes	las limitaciones presupuestarias en mi país son cada vez mayores y no desearía que eso atente con mi producción científica.	yes	looking for affordable option	yes	construí laberintos y cajas para análisis de conducta de roedores (sin automatización).	yes
301		2	en	female				biology	phd				arts																												
302		1	en																																						
303		1	es																																						
304	2019-02-16 14:36:27	8	en	male	akure	ondo state	nigeria	physiology	phd	yes	federal university of technology, akure, nigeria	researcher	health	7	unsatisfactory	funding and grant access for equipment procurement is very low. available equipment are often old and shared by many departments	too many users for a small number of equipment/tools	transilluminator	chemiluminescence imager	thermocycler	transilluminator	chemiluminescence imager	thermocycler	yes	transilluminator	equipment unavailable (other reasons than being broken)	no		no		no		yes	basically, functionality is what matters most. if a new brand offers good, durable equipment that fulfills my requirements, why not?	yes	i would be able to calibrate myself from time to time. i would probably be cheaper and definitely easier to access and procure 	yes	looking for affordable option	no		yes
305	2019-02-16 22:01:04	8	en	male	buenos aires		argentina	neuroscience	phd	yes	university of buenos aires	researcher	biology	23	partially satisfactory	limited funds	certain types of equipment are not available	automated equipment for mouse behavior 	neuronal physiology	imaging	startle chambers for prepulse inhibition on mouse	8 arms radial maze for mice	touch screen operant conditioning chambers for mice	no			yes	inage j, ubuntu, ephys	yes	imagej,ubuntu	yes	openephys	yes	if they are cheaper and good quality	yes	if i cannot afford the ready to use commertial eqyipment	no		yes	freezing stage for microtome	yes
306		4	en	male	avignon		france	biology / informatics	high school	yes	fabfoundation	non-administrative/non-academic work	education	3	unsatisfactory	i would like to be able to modify equipment to suit my needs	too many users for a small number of equipment/tools	binocular	none	none	adn reading machine	none	none	i wouldn't know																	
307		3	en	female				social science	masters	yes		non-administrative/non-academic work	education	5					none	none		none	none																		
308	2019-02-18 04:36:23	8	en	male	singapore	state *	singapore	engineering	bachelors of science			non-administrative/non-academic work	engineering	15	satisfactory	we work in a field that is flush with money.  this is nice for us, but also means it inflates the cost of entry for everyone else.		pc, matlab	underwater ultrasonic transducers, amplifiers	oscilloscope, network analyser	computer numerically controlled milling machine	nist traceable thermometer, other calibration equipment	none	i wouldn't know			yes	linux, python, gcc	yes	linux, python, gcc	no		yes	depending on value, reviews, hackability	yes	i'm cheap.	yes	just to try out new things	no		no
309		5	en	male				information technology	masters	yes	dost pshs	professor	computer science	12	satisfactory			3d printer, laser cutter	none	none	industry grade 3d printer	none	none	no			yes	python, ubuntu, opencv	yes	python, ubuntu, opencv	yes	ultimaker 3d									
310		3	de	female			deutschland	soziologie	phd	yes		researcher	education	14					none	none		none	none																		
311		3	en	male	colombo	western	sri lanka	computer science	bachelors of science	yes	eco innovation lab (gte) ltd.	researcher	computer science	15					none	none		none	none																		
312		4	en					biology	high school	yes	uni nblabla	researcher	biology	45	satisfactory	money money		jibber	none	none	jabber	none	none	no																	
313	2019-02-18 22:49:47	8	en	male	mexico city	mexico city	méxico	physics	phd	yes		researcher	physics	35	unsatisfactory	not enough money, not enough human resources to run equipment.	the amount of time necessary to repair/calibrate existing equipment	oceanographic instruments	radioactivity	none	pco2 probe (functional)	none	none	no			no		no		no		yes	why not?	no	i do not have enough time.	yes	brand was recommended by a colleague	no		yes
314	2019-02-19 05:31:26	8	en	male	tuburan	cebu	philippines	accountancy, management	masters	yes	cebu technological university	professor	engineering	6	unsatisfactory	very few research equipment.	certain types of equipment are not available	print and cut machine	large cnc milling mahcine	3d printer	universal materials testing machine	none	none	i wouldn't know			yes	python	i wouldn't know		no		yes	new brands are usually cheaper and offer improved features	yes	considering the distance our place is located from that of the urban areas where supply is abundant, building equipment here would make practical sense	yes	looking for affordable option	no		yes
315	2019-02-19 18:46:25	8	en	male	new york	new york	united states	ba in neuroscience	bachelors of art	yes	rockefeller university	student	biology	3	satisfactory	the lab has a lot of money. we buy what we need.		neuronal signal processor	electrode manipulators	none	neuronal signal processor	linear recording probes	none	no			no		no		yes	openephys, blender	yes	if i knew people who tried it and were happy, i would.	yes	i've designed and developed hardware before.	no		yes	used blender, autodesk products, to design a 3d recording chamber which was then milled out of ultem and placed on a non-human primate.	yes
316	2019-02-19 19:22:13	8	en	female	new york	new york	usa	chemistry/biophysics	masters	yes	rockefeller university	researcher	biology	10	satisfactory			centrifuge	fplc	electron microscope	machine to prepare carbon grids for electron microscopy	ultra centrifuge swinging bucket rotor	-80*c freezer	no			yes	imagej, relion, pymol, 	yes	see above list	no		yes	we are always open to new companies that can deliver custom equipment	yes	we are building our own microscope with electrophysiology capabilities	no		yes	we are building our own microscope with electrophysiology capabilities	yes
317	2019-02-19 20:42:37	8	en	female	new york	ny	usa	biology	phd	yes	the rockefeller university	researcher	biology	18	partially satisfactory	in my institution there is easy access to high end equipment, but equipment is becoming increasingly expensive and it's built to last for a very short time. prices for repairing broken equipment are prohibitive and we are usually encouraged to purchase new, while incredibly costly equipment that might be fixable is thrown away. 	the amount of time necessary to repair/calibrate existing equipment	microscopes (including confocal microscope)	pipettes	centrifuges	refrigerated centrifuge	none	none	no			yes	firefox, elife and other open access journals, probably more things i don't know about.	i wouldn't know		no		yes	i'm constantly looking for brands with a great focus on sustainability (minimal packaging, low consumption, low carbon footprint...). in the case of equipment, i'd love to find new brands that offer easy reparability of their products. 	yes	"i love the idea of diy and i make a lot of things from scratch at home. however, i'm not a very good ""engineer"" so i'm not sure if i'd dare to build laboratory equipment myself."	no		no		yes
318	2019-02-20 09:42:07	8	en	male	brighton	east sussex	uk	engineering	technician / associates	yes	refcom	non-administrative/non-academic work	engineering	25	unsatisfactory	"not enough technicians being employed and no new apprenticeships to bring new young people
into engineering and because of this new academics are finding it difficult to get there ideas built
to a safe standard with help and advice from qualified engineers ."	the amount of time necessary to repair/calibrate existing equipment	centrifuges	incubators	stirrersand mixers	new ultracentrifuge and new rotors	new high speed centrifuges	new low speed centrifuges	i wouldn't know			i wouldn't know		no		no		no	i only use trusted brands for which i have been trained to repair and maintain.	yes	i already advise people on what equipment to buy for there needs.	yes	just to try out new things	yes	"this is part of my job as a technician when i started here there were 5 people in the mechanical workshop and
5 people in the electronics workshop now due to cutbacks and retirement there is just one technician who is near
retirement."	yes
319		3	de	male	berlin	berlin	deutschland	sozialwissenschaften	masters	yes		researcher	arts	3					none	none		none	none																		
320			en																																						
