id--Response_ID	submitdate--Date_submitted	lastpage--Last_page	startlanguage--Start_language	a03--Gender:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a06--City:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a05--State/Province:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	a04--Country:__This_question_is_entirely_OPTIONAL_so_if_you_don't_want_to_share_information_feel_free_to_skip_it.	b02--Formation_or_Concentration:__Please_tell_us_your_educational_background_(biology,_chemistry,_physics,_etc)	b01--Please_tell_us_the_highest_degree_achieved:	b03--Are_you_affiliated_with_any_institutions/groups/organizations?	b04--Could_you_tell_us_which_one(s)?	b05--If_you_are_in_an_academic_institution,_what_is_your_main_occupation:__ 	c01-- __Which_of_these_are_your_main_work_area?	c02--For_how_many_years_have_you_been_working_in_this_area?__ 	e01--How_do_you_perceive_research_equipment_access_inside_your_group/institution?	e03--Could_you_explain_a_bit_your_previous_answer?	e02--Which_of_the_following_do_you_consider_to_be_the_biggest_difficulty_in_equipment_access?	e04[SQ001]--Which_equipments/tools_are_most_used_in_your_lab/workspace?_[Most_used:]	e04[SQ002]--Which_equipments/tools_are_most_used_in_your_lab/workspace?_[Second_most_used_(if_any):]	e04[SQ003]--Which_equipments/tools_are_most_used_in_your_lab/workspace?_[Third_most_used_(if_any):]	e08[SQ001]--If_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_PCR_machine)_[Equipment_1:]	e08[SQ002]--If_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_PCR_machine)_[Equipment_2_(if_any):]	e08[SQ003]--If_funds_were_not_a_constrain_and_you_could_buy_a_new_piece_of_research_equipment_today,_what_would_it_be?_(please_try_to_avoid_acronyms_(use_thermocycler_instead_of_PCR_machine)_[Equipment_3(if_any):]	e05--Was_there_ever_a_need_to_change_a_project_due_to_problems_related_to_equipment_use/access?	e06--Could_you_tell_us_which_equipment_caused_the_change?_(please_try_to_avoid_acronyms, _use_thermocycler_instead_of_PCR_machine).	e07--In_case_any_projects_had_to_be_changed_due_to_access/problems,_could_you_tell_us_why?	d01--Do_you_use_Open_Technologies*_in_your_work/research/projects?__ __*Any_tools,_code_or_equipment_based_on_open_source_(build,_calibration_plans,_and/or_code_freely_distributed)__ 	d04--Which_ones?_(Please_list_all_that_you_remember._Separate_them_with_commas:_ImageJ,_Python,_Ubuntu,_OpenPCR,_etc)	d02--Do_you_know_anyone_who_is_using_open_technologies?	d05--Could_you_tell_us_what_they_are_using?_(Please_list_all_that_you_remember._Separate_them_with_commas:_ImageJ,_Python,_Ubuntu,_OpenPCR,_etc)	d03--Do_you_know_any_scientific_equipment_that_is_open_source?	d06--Which_ones_(please_list_all_that_you_know/remember._Separate_them_with_commas:_OpenPCR,_OpenEphys,_etc)	f01--Would_you_consider_buying_equipment_from_new_brands?	f08--Could_you_tell_us_why?	f02--Would_you_consider_building_laboratory_equipment_yourself,_if_you_were_given_a_list_of_necessary_components_and_the_building_and_calibration_manuals?	f09--Could_you_tell_us_why?	f03--Have_you_ever_tested_equipment_from_less_known/new_brands?	f04--You_did_it_because:	f05--Have_you_ever_built_laboratory_equipment_yourself?	f06--Could_you_please_tell_us_a_bit_more_about_it?	f07--Would_you_like_to_test_research_equipment_from_new_brands_or_distributed_under_DIY_paradigm?
211	2019-02-01 14:49:05	8	en	Male	Bath		UK	Physics	PhD	Yes	University of Bath	Researcher	Physics	8	Satisfactory	Currently our research group is focused on developing low cost open-source hardware, and the group is well funded so we do not currently have any issies.		Microscope	3D printer	Optomechanics - (mirror mounts, etc)	USB-GPIB (Electronics to communicate with old lab equipment)	High quality data aquision cards	Tunable laser	Yes	The difficulty of needing to use a proprietary coordinate measuring machine which regularly needed engineer callouts to fix delayed a project I was working on so much that the final measurments were never taken, and no paper was published for almost 3 years work. All other equipment was built in house or used open communication protocalls. The coordinate measuring machine was the only bottleneck.	Equipment broke and it took too much time to repair it	Yes	"Rep-rap printers (including Prusa), OpenFlexure microscope, Arduino, Raspian, Ubuntu, Freecad, OpenScad, Python, Octave, Cherry Tree, GCC, Kate, Kile, LaTeX, BASH, Cura, Slic3r, wxMaxima, Zotero, Veusz
"	Yes	Rep-rap printers (including Prusa), OpenFlexure microscope, Arduino, Raspian, Ubuntu, Freecad, OpenScad, Python, Octave, Cherry Tree, GCC, Kate, Kile, LaTeX, BASH, Cura, Slic3r, wxMaxima, Zotero, Veusz, ImageJ, SIESTA, CentOS	Yes	OpenFlexure Mircoscope	Yes	Brand is unimportant compared to good documentation, and communication with experts who design/build the product.	Yes	I already do. I find it easier to maintain and less time is wasted trying to work around locked/missing features.	Yes	Looking for affordable option	Yes	Working in both universities and national metrology labs I have either built or worked with the scientist who built most of the equipment I have use throughout my career. New equipment is needed to push the boundaries of what we can measure. I have worked/built on equipment for mass metrology, laser power, scanning probe microscopy, force sensor calibration, optical microscopy, and measurements of Newtonian Gravitation.	Yes
212	2019-02-01 15:20:19	8	en	Male	MIDDLEBURY	VT	United States	Remote sensing	Specialization (after undergrad studies)	Yes	American Museum of Natural History	Researcher	Other	35	Satisfactory	Our budget for equipment is not very strong		Computer	Drones	Sensor netowrks	Improved drone	Advanced camera traps	Advanced environmental sensors	Yes	Use of low tech aerial imaging platforms instead of drone due to regulation constraints		Yes	Cameras, arduino,  ubuntu, python QGIS, R, OTB toolkit, libreoffice	Yes	Public Labs	Yes	Arduino	Yes	Why not?	Yes	I like to tinker and build equipment I can use	Yes	Looking for affordable option	Yes	NIR camera, camera control hardware, drones	Yes
213		1	en																																						
214	2019-02-01 15:38:06	8	en	Female	Brighton		UK	Biology	Masters	Yes	University of Sussex	Researcher	Biology	9	Satisfactory	It is relatively easy to access pieces of equipment not owned by the immediate laboratory		Incubators (both shaking and static)	Centrifuge	Vortex mixer	Microcentrifuge	Waterbath	Heatblock	No			No		No		No		Yes	I would consider any good quality products that save us a bit of money from the big name brands	Yes	It sounds fun and would be interesting to see how things are made	No		No		Yes
215			en																																						
216	2019-02-01 15:45:03	8	en	Male				molecular and cell biology	PhD	Yes	University of Sussex	Researcher	Biology	14	Satisfactory	High quality and realiable 		Pipettes	thermocycler	heat blocks	Nanodrop	heat blocks	pH meter	No			No		No		No		Yes	for comparison	Yes	I believe most of them are not too difficult to make 	Yes	Just to try out new things	No		Yes
217	2019-02-01 16:01:46	8	es	Male	Temperley	Buenos Aires	Argentina	Licenciado en biotecnología	Bachelors of science	Yes	Grupo de investigación en enseñanza de la ciencia	Researcher	Education	3	Partially satisfactory	El trabajo puede hacerse con elementos sencillos como computadora, conexión a internet, cámara de fotos y grabadora de voz. En mi caso particular, además, trabajo con el desarrollo y evaluación de actividades de laboratorio. En ese caso, veo una carencia de herramientas didácticas que no sean de caja negra. Eso permitiría a los estudiantes y docentes un acercamiento a la tecnología mucho más completo.	Other	Computadora	none	none	Placas arduino	Sensores de señales para placas arduino	None	No			Yes	Paquete Open Office. Placas Arduino.	I wouldn't know		No		Yes	"Comprendo que para otras investigaciones, el camino tecnológico pueda ser determinante. Por mi trabajo, no estoy ""atrapado"" en ninguna vía tecnológica. De hecho, para los fines que persigo en el desarrollo de las actividades de laboratorio, que el hardware tenga que ser calibrado y analizado para comprender su función es una ventaja."	Yes	Utilidad didáctica y porque es algo agradable.	No		Yes	Estamos construyendo una termocicladora y un colorímetro con un grupo de colegas.	Yes
218	2019-02-01 15:49:58	8	en					Biology	PhD	Yes	University and academic research institute	Student	Biology	4	Satisfactory	We make do with what we have, quality of equipement is good.		flow cytometer	2-photon microscope	qPCR	I dont know, I can find pretty much anything I need around in University	None	None	No			Yes	R,  Inkscape, LibreOffice. Basically anywhere I have my say, I use opensource. Only limitation for me for now (because I haven't got around it yet) is flow cytometry Analysis. I know it's doable with R, but I still use FlowJo...	No		No		Maybe	I'm finishing my PhD, so not my say, neither my intereset. 	Yes	"We have way too many stories of equipement ""too old to be repaired"", the manufacturer says. That baffles me. I want to have accesses to my equipement, modify it whenever I want."	No		No		Yes
219		2	en	Male	Brighton	E Sussex	UK	Neuroscience	PhD	Yes	University of Sussex		Arts																												
220		1	en	Male																																					
221		1	en																																						
222		1	en																																						
223		3	en	Male	Cambridge	Cambridgeshire	United Kingdom	Biology	PhD	Yes	University of Cambridge	Researcher	Biology	9					none	none		None	None																		
224	2019-02-01 18:33:23	8	en	Male	Bella Bella	British Colombia	Canada	BSc. in Biology	Bachelors of science	Yes	CCIRA, UVic, SFU, Hakai Institute,	Researcher	Biology	8	Unsatisfactory	A lot of our research projects are focussed on employing indigenous community members to do ecosystem based monitoring programs, and majority of funds received are used towards employment rather than purchasing expensive research equipment.	The amount of time necessary to repair/calibrate existing equipment	Drop camera	temperature loggers	dissolved oxygen monitoring	YSI or small CTD	ROV	None	Yes	monitoring several sites with a YSI had to be changed to monitoring a single site with deployable data loggers.	Equipment unavailable (other reasons than being broken)	Yes	OpenROV, OpenCPN, ImageJ, Python, SEBASTES, 	Yes	OpenROV, OpenCPN, ImageJ, Python, SEBASTES, 	No		Yes	I have no existing affinity for any equipment brands.	Yes	I regularly end up building most of our research equipment.	Yes	Just to try out new things	Yes	Drop camera systems, stereo camera systems, ocean change monitoring mooring systems,	Yes
225			en																																						
226		-1	en																																						
227		3	en					biology	PhD	Yes		Non-administrative/non-academic work	Biology	11					none	none		None	None																		
228	2019-02-02 15:25:51	8	en	Male	İzmir 		Turkey 	Operation Research	Bachelors of science	Yes	Mediterranean Conservation Society 	Non-administrative/non-academic work	Other	14	Partially satisfactory		Other	Diving eguiptments 	underwater cameras 	Various sensors for tracking fishes. 	Remote control underwater drones	Underwater cameras with long battery life	None	Yes	Tagging chips for fishes		No		No		No		Maybe	I ll try first	No	I dont have the infrastructure	No		No		Yes
229	2019-02-02 16:48:56	8	en	Male	Providence	Rhode Island	USA	Medicine	Other	Yes	Brown University	Non-administrative/non-academic work	Health	5	Partially satisfactory	I have access to most equipment that I need. I wish more of it were openly available to anyone who wanted to use it, and I wish it were more open source/hackable	Too many users for a small number of equipment/tools	Mostly shopbot, laser cutter	none	none	N/A	None	None	I wouldn't know			No		Yes	Lots of software (OpenSCAD, etc.), not much in the way of hardware	Yes	Mostly what you make - the microscope, OpenPCR, etc.	Yes	I don't have a strong bias against new brands, I think they can definitely produce great equipment at a lower cost than established brands sometimes, though that comes at the risk of potentially less reliable equipment or pieces that won't be upgraded/continued in the future	Yes	I love to build and this is a great way to keep cost down and customize equipment	Yes	Looking for affordable option	Yes	While on a TREND trip :)	Yes
230			en																																						
231	2019-02-04 01:22:06	8	en			New York	USA	Geology	PhD	Yes	Columbia University 	Researcher	Geology	8	Satisfactory	Easy access to many kinds of instruments from basic to very advanced. 		Gas chromatograph 	none	none	Gas chromatograph orbitrap mass spectrometer 	Gas chromatograph isotope ratio mass spectrometer 	None	No			Yes	User contributed Matlab functions, python 	Yes	Python	No		Maybe	Expensive equipment probably not, moderate to inexpensive yes. Mostly about the risk to my work if the instrument doesn’t work. 	No	Time. I don’t have it. 	Yes	Looking for affordable option	Yes	Add on sand peripherals for existing equipment 	Yes
232		3	en	Male	Cottbus	Brandenburg	Germany	information sience	Specialization (after undergrad studies)	No		Non-administrative/non-academic work	Computer science	11					none	none		None	None																		
233		3	en	Female			UK	chemistry	PhD	Yes	University of Sussex	Researcher	Chemistry	10					none	none		None	None																		
234	2019-02-04 09:50:58	8	en	Male	Khartoum	Khartoum	Sudan	Physics	PhD	Yes	Faculty of Science, University of Khartoum	Professor	Physics	13	Unsatisfactory	Due to the current economical hardship in Sudan and American sanctions on Sudan it is entirely impossible to have access to laboratory equipment and  spare parts.	Certain types of equipment are not available	Spectrometers	Xray diffractometer  (XRD)	Xray florecence (XRF)	Xray diffractometer	Xray florecence	None	Yes	Xray diffractometer	Equipment broke and it took too much time to repair it	Yes	Python, Ubuntu, reprap 3D printers, Arduino.	Yes	FlyPi, Ubuntu, Arduino, Python.	Yes	OpenPCR, FlyPi.	Maybe	Available funds are very limited and scarce and I would prefer not to take risks.	Yes	I am a strong supporter of Open Source equipment.	Yes	Looking for affordable option	Yes	FlyPi, OpenPCR, reprap 3D printer, Ultrasonic function generator, light gate timer.	Yes
235			en																																						
236		3	de	Female	Göttingen	Niedersachsen	Deutschland	Physik	Masters	Yes	SUB Göttingen	Administration	Physics	18					none	none		None	None																		
237	2019-02-04 11:28:02	8	en	Male	London		United Kingdom	Biotechnology	PhD	Yes	University of Sussex	Researcher	Biology	13	Satisfactory	I have access to all equipment required for my research.		Freezer	Pipettes	Microbiological safety cabinet	Another microbiological safety cabinet	None	None	No			No		No		No		Yes	If it was considerably cheaper than more recognisable brand.	No	Because of time constraints.	No		Yes	I bought a small bacterial incubator which had to be assembled in the lab.	Yes
238		5	en	Female	Khartoum	Khartoum	Sudan	Physics	Masters	Yes	Organization of women in science organization  (OWSD)	Researcher	Physics	15	Unsatisfactory	The equipment are not enough to complete research	Certain types of equipment are not available	X ray difractometer	Scanning Election Microscopy 	Tunneling Electron Microscopy	Tunneling Electron Microscopy	Scanning Election Microscopy 	X ray difractometer	I wouldn't know			Yes	"Quantum Espresso 
Ubunto"	Yes	"Quantum Espresso 
Ubunto"	No										
240		1	en																																						
241		3	es		Rosario	Santa Fe	argentina	Bioquimica	PhD	Yes	UNR-CONICET	Professor	Health	26	Satisfactory	Los equipos en lineas generales se comparten 			none	none		None	None	No																	
242			es																																						
243	2019-02-05 09:16:02	8	en				United Kingdom	Biology	PhD	Yes		Researcher	Biology	4	Partially satisfactory	"I tend to do a lot of genetics work. Most universities tend to have some sort of molecular lab which usually has the main equipment required.
Computers however tend to be too slow for any analysis with large datasets."	Certain types of equipment are not available	Computers	Bat detectors	Molecular lab equipment	Pyrosequencer	Fast computer	None	No			Yes	R, Linux, Python	Yes	R, Linux, Python, Ubuntu	No		Yes	They may have better prices	Yes	It might be better for the environment and cheaper depending on the type of equipment	Yes	Brand was recommended by a colleague	No		Yes
244		3	en		Saint-Petersburg		Russia	Ceramics	Masters			Researcher	Engineering	15					none	none		None	None																		
245	2019-02-05 11:13:30	8	en	Male	Ibadan		Oyo	Physiology(Neuroscience)	Masters	Yes	Bingham University, University of Ibadan, University of Kwazulu Natal, TReNDin Africa	Researcher	Biology	6	Unsatisfactory	It is pretty hard to get things done. Mostly an investigator may have to send samples out of the University to analyse.	Certain types of equipment are not available	ELISA Machine	Animal behavior tracking system	none	immunoabsorbent assay machine	thermocycler	None	Yes	thermocycler, automated behavior tracker		Yes	ImageJ, Arduino microcontroller	Yes	Flypi, ImageJ, Raspebrry pi, Arduino	Yes	flypi	Maybe	If i have the funds, yes. But if can't afford it, then I would prefer a cheaper alternative.	Yes	It will help me understand how it works, and most importantly, how to maintain and fix if something goes wrong. It will also help me to know how to fix some other similar equipments, be it open source or off the shelf.	No		No		Yes
246		1	en	Female																																					
247	2019-02-05 18:39:41	8	en	Male	Kinshasa	Kinshasa	Democratic Republic of the Congo	Biology	Masters	Yes	University of Kinshasa	Researcher	Biology	6	Unsatisfactory	Our Institution is not equipped for research. There is a serious lack of equipment.	Too many users for a small number of equipment/tools	balance, microscope	none	none	A thermocycler	A fluorescent microscope	None	I wouldn't know			No		No		No		Yes	To advance with research and to give practicals with to undergraduate students.	Yes	It will allow me to have access to equipment at low cost and to advance with my research.	No		Yes	Yep, it was in a workshop on 3D printing.	Yes
248	2019-02-05 21:32:17	8	en	Female			Bermuda	marine biology	PhD	Yes		Non-administrative/non-academic work	Biology	20	Partially satisfactory	"We have limited funds so have to purchase the best general purpose equipment that we can and try to make it work for a variety of different applications. (e.g. one good stereo dissecting microscope, but we would really like one with a fixed stage for dissecting smaller items, with higher magnification, and one for dissecting larger items, with an arm that can be adjusted for items of varying sizes.) Access to specialised software can also be a problem. Sometimes software is ""not available in your area""."	Other	microscope	remote cameras	data loggers	a second high power microscope	more microscope cameras so we didn't have to move the one camera we have between microscopes	None	No			Yes	"so far, only code.
ImageJ; R;"	Yes	"Code: ImageJ,; Python

Equipment: Open ROV"	Yes	OpenROV	Maybe	With limited funds, I would need to have a fiarly reliable recommendation before purchasing an unfamiliar brand because, if it didn't work out well, there would no funds for a replacement item.	Yes	We often have to make field equipment ourselves using whatever we can buy in a hardware store, because it simply is not possible to buy the items locally and the cost of shipping larger items is often more expensive than the item itself. I would consider building equipment if the components were readily available locally - bearing in mind that, often, things considered commonplace in larger countries are not available on small, remote islands! I would definitely consider building something from a kit, even if a few things had to be purchased separately. For example, a compact, easily shipped kit containing the instructions and any hard to find components, that would be supplemented by bulky but inexpensive items that are available from the hardware store.	No		No		Yes
249		3	en	Male	Brighton	East Sussex	UK	Biology	Masters	Yes	University of Sussex	Student	Biology	2					none	none		None	None																		
250	2019-02-06 20:16:58	8	en	Male	Leiden	Zuid Holland	The Netherlands	physics	PhD	Yes	Technical Univesity Delft	Researcher	Physics	8	Satisfactory	We have a lot of equipment and access to build our own.		laser	microscope	spectrometer	none	None	None	I wouldn't know			Yes	Python, ImageJ 	Yes	Arduino, python	No		Yes	I usually base my decision for buying equipment on the specifications and how easy and accessible it is to use. If a new brand provides proper documentation and the specifications I need, I am fine with it.	Yes	I already build my own instruments, in my case complex microscopes that may or may not be available commercially. 	Yes	Brand was recommended by a colleague	Yes	I build a combined AFM-optical microscope with several working modes (confocal, wide field) for my PhD. Later during my first postdoc I built a confocal microscope that included two-photon excitation for single-molecule fluorescence enhancement. Now I built a confocal photo-thermal microscopy.	Yes
251	2019-02-06 21:10:06	8	en	Male				Civil Engineering	PhD	Yes	University	Professor	Engineering	9	Partially satisfactory	I could join a group with existing equipment, but for the purchase of new equipment etc. I would needed to much money. 	Certain types of equipment are not available	Characterization equipment 	Compression frames	Direct shear tests	ESEM	None	None	I wouldn't know			Yes	Python, Fortran 	I wouldn't know		Yes	OSInterface	Yes	The time and the effort to develop own equipment and the massive effort to calibrate it until it is working. Basically often the time that is needed for this is not available even, it would be much more fun and senseful! 	Yes	Beside the resrictions, if you build your own equipment you are super flexible to adapt it to your own needs (or new needs)	Yes	Looking for affordable option	Yes	I developed a OPen Hardware device which is not fully documented unfortunately. 	Yes
252		2	en	Female				Physics	PhD	Yes	Max planck		Arts																												
253		1	es	Male			Argentina																																		
254	2019-02-07 23:10:13	8	es	Male	Tandil	Buenos Aires	Argentina	Ingeniero agrónomo -  Doctorado en curso	Other	Yes	Universidad Nacional de Mar del Plata, Facultad de ciencias agrarias	Professor	Engineering	15	Partially satisfactory	Los elevados costos y dificultades para la importación de equipos limita el acceso a los equipos	Certain types of equipment are not available	barra para medir radiación (radiómetro)	drone	cámara termográfica	Drone tipo octocóptero	Cámara termográfica tipo FLIR vue proR	Cámara multiespectral	Yes	Falta de sensores para medir humedad del suelo tipo sonda de neutrones	Equipment broke and it took too much time to repair it	Yes	"Imagej
drones de código abierto"	Yes	"Drones de código abierto
Imagej"	Yes	"Drone de código abierto (flone)
https://opensource.com/article/18/2/drone-projects"	Yes	Porque los componentes de los equipos de marcas reconocidas son iguales a los que se puedan hacer nuevos	Yes	Menores costos y posibilidad de repararlos	Yes	Looking for affordable option	Yes	"Drones de código abierto
Sensores para data loggers para medir temperatura (termocuplas)"	Yes
255		3	de	Female	Kiel	Schleswig-Holstein	Deutschland	Informatik	PhD	Yes	CAU Kiel	Professor	Computer science	12					none	none		None	None																		
256		2	en	Male	Ibadan	Oyo State	Nigeria	Pharmacology	PhD	Yes	Foresight Institute of Research and Translation, Ibadan, Nigeria		Arts																												
257	2019-02-08 13:55:00	8	en	Male	Heidelberg	Badenwürtemberg	Germany	Physics	PhD	Yes	EMBL Heidelberg	Researcher	Biology	1	Satisfactory	Working at the best life science institute in Europe means unprecedented access to all kinds of equipment, professionally managed infrastructure, funding, training and sponsorship (by companies). I can get almost anything I need.		microfluidics workstation	fluorescence activated cell sorter (FACS)	Clean room	microfluidics workstation	temperature controlled shaker for Eppendorf tubes and well-plates	mask aligner for photolithography	Yes	booking conflicts with other groups	Equipment unavailable (other reasons than being broken)	Yes	Python, R, Inkscape, GIMP, Blender, ImageJ, Open Microfluidics instruments, Arduino, Raspberry Pi with Linux, Thunderbird, Firefox, Libre Office, DocuBricks, Open Journal Management System	Yes	Python, R, Inkscape, GIMP, Blender, ImageJ, Open Microfluidics instruments, Arduino, Raspberry Pi with Linux, Thunderbird, Firefox, Libre Office, DocuBricks,	Yes	A lot of them >100	Yes	If they are more modifiable, community supported, cheaper	Yes	It's fun and it gives me maximum flexibility	Yes	Looking for affordable option	Yes	I have designed >10 Open Hardware projects for research myself, either for community use or for my own research. I have also tested instructions from others (and mostly made negative experiences with that).	Yes
258		2	en					Biology 	Bachelors of science	No		Researcher	Biology	6																											
259		5	en					test	PhD			Administration	Biology	2	Satisfactory			dd	none	none	dd	None	None	Yes			No		I wouldn't know		No		No	d	No	d	No				No
260	2019-02-08 15:41:19	8	en	Male	Paris		France	maths and epidemioilogy	PhD	Yes	CRI Paris	Researcher	Education	1	Satisfactory			computer	none	none	dont know	None	None	No			Yes	ubuntu, python, R, jupyter	Yes	ubuntu, python, R, jupyter	No		Yes	if good and proven quality, why not	Yes	if easy to make, and good documentation for maintainance, etc, why not	No		No		No
261			en																																						
262		3	en	Male	Paris		France	mathematics, biology	PhD	Yes	Center for Research and Interdisciplinarity (CRI), Paris	Administration	Biology	18					none	none		None	None																		
263		1	en																																						
264	2019-02-08 19:18:53	8	en	Female	Paris		France	Computer science and Biology	Masters	Yes	CRI Paris	Student	Computer science	1	Satisfactory	Access to a computing cluster		Computer	Computing cluster	none	None	None	None	No			Yes	Python, R, Ubuntu, Jupyter, Github, Gitlab	Yes	Python, R, Ubuntu, Jupyter, Github, Gitlab, ImajeJ	No		No	The only equipment I need is a computer and their buying is restricted by public markets.	Yes	If I needed laboratory equipment and were assured of the quality of the final object.	No		No		Yes
265		0	en					biologie	Masters			Student	Biology	7					none	none		None	None																		
266	2019-02-09 12:36:19	8	en	Male	Paris		France	Biology	PhD	Yes	CRI	Researcher	Biology	10	Satisfactory	I have access to almost all of the best equipment available for my research projects.		Thermocycler	Microplate reader	Shaking incubator	Liquid-handling robot	Colony-picking robot	Plate spreading robot	Yes	Liquid-handling robot	Equipment unavailable (other reasons than being broken)	Yes	ImageJ, Python, OpenTrons	Yes	ImageJ, Python, Ubuntu	Yes	OpenTrons	Yes	Established brands do not have a reputation for excellent quality	Yes	If I build the equipment myself, I can fix problems and create more reliable equipment.	Yes	Brand was recommended by a colleague	Yes	I built an array of LEDs for illuminating 96-well microplates	Yes
267	2019-02-10 08:37:58	8	en	Male	Cape Town	Western Cape	South Africa	Medical training	Specialization (after undergrad studies)	Yes	Volunteers for Promoting Health and Technical Education (VPHTE)	Researcher	Health	15	Unsatisfactory	Research equipment inside our institution is unsatisfactory due to lack of enough funds allocated to the research.	Certain types of equipment are not available	microscopies	none	none	mashines for blood test	enough computers and softwares for data analysis	None	Yes	blood test mashine	Equipment unavailable (other reasons than being broken)	I wouldn't know		No		No		Yes	Yes because the new brand gives result accuracy 	Yes	This will help me to be more effective in my research projects	Yes	Only available brand	No		Yes
268			en																																						
269	2019-02-10 19:59:23	8	en	Male			Belgium	Biology	PhD			Non-administrative/non-academic work	Biology	16	Unsatisfactory		Certain types of equipment are not available	PCR thermocycler	electrophoresis	microscope (bacteria)	Electroporator	-80°C fridge	Robot for miniprep	I wouldn't know			Yes	Colorimeter, centrifuge, PCR etc  (from Thingiverse or PLoS publications)	No		Yes	OpenPCR, FlyPi, etc	No	I prefer DIYbio	Yes	Know the machine, possibility to repare myself, possibility to improve it, following the movement of Open Science (biologyshould be free)	No		Yes	Microscope, thermocycler, micropipette, centrifuge etc	Yes
270		1	en	Female	Suva		Fiji																																		
271			en																																						
272		3	en	Male	Paris	Paris	France	Information sciences and management sciences	Masters			Student	Other	3					none	none		None	None																		
273	2019-02-11 08:48:46	8	en	Male	San Martín, , Argentina	Prov. de Buenos Aires	Argentina	Biology	PhD	Yes	Conicet	Researcher	Biology	20	Partially satisfactory		Certain types of equipment are not available	Thermocycler	Microscopes	Centrifuges	Live cell imaging confocal scope, w/laser based automfocys	Live cell imaging wide field scope, auto xyz, w/ laser based autofocus	Gradient 96 well thermocycler	Yes	Automated scope	Equipment unavailable (other reasons than being broken)	Yes	ImageJ, phyton, own design hardware	Yes	Same as before	Yes	"Desktop centrifuges, scopes, etc.
"	Yes	Affordability, usability	Yes	Affordability, custmization	Yes	Looking for affordable option	Yes	Electroporator	Yes
274		3	en	Male	Paris		France 	Neuro	Masters	Yes		Researcher	Engineering	5					none	none		None	None																		
275	2019-02-11 11:05:54	8	en	Male	Brighton	SUSSEX	UNITED KINGDOM	Biology	Masters	Yes	University of Sussex	Student	Biology	7	Partially satisfactory	We are mainly restricted by space and the cost of research equipment.	Certain types of equipment are not available	Pipettes	Microscopes	Tubes	Thermocycler	UV hood	Pipettes	I wouldn't know			No		Yes	ImageJ, Ubuntu, OpenSCAD	No		Yes	To reduce costs or source better alternative equipment.	Yes	This would give me more control over experimental work and potentially reduce costs of ordering in laboratory consumables/equipment.	No		No		Yes
276		3	en	Male	Rostock	Mecklenburg-Vorpommern	Germany	Informatics	Masters	Yes	local hackerspace / free wifi community	Administration	Computer science	10					none	none		None	None																		
277			en																																						
278		1	en	Male	paris	france	idf																																		
279		3	en	Male	Paris	France		electrophysiology	Basic school	No		Non-administrative/non-academic work	Health	5	Unsatisfactory	Materiel too expensive			none	none		None	None																		
280		3	en		Nairobi		Kenya	Neuroscience	PhD	Yes	University of Nairobi	Professor	Health	29					none	none		None	None																		
281	2019-02-12 08:42:31	8	en	Male	Nairobi		Kenya	Neuroscience	PhD	Yes	University of Nairobi	Professor	Health	29	Unsatisfactory		Certain types of equipment are not available	open field, T-maze, elevated plus maze	puzzle box	none	freezing microtome	fluorescence microscope	video tracking 	No			No		No		No		Yes	May have lower cost.	Yes	By building my own equipment, it would be easier to maintain and repair. It would also be useful for students. 	No		Yes	Open field, T-maze, elevated plus maze, light/dark box	Yes
282		1	fr	Male																																					
284		5	en	Male	Montbeliard		France	electronics	Masters	No		Non-administrative/non-academic work	Engineering	8	Unsatisfactory	"- poor access to equipment
- poor information about it
- high cost to access it"	The amount of time necessary to repair/calibrate existing equipment	fusion oven	none	none	none	None	None	I wouldn't know			Yes	python, ubuntu, 3D printer, picOS18, laser cutter, k40 whisperer	I wouldn't know		No										
285		3	fr	Male	casablanca		maroc	ingénierie d'électronique 	Specialization (after undergrad studies)	No		Non-administrative/non-academic work	Engineering	15																											
286	2019-02-13 09:48:13	8	en	Female	Le Mans	Pays de la Loire	France	Arts Studies	Masters	Yes	LabFab Rennes	Professor	Arts	40	Unsatisfactory	Missing equipment + difficulty in modifying and adapting them. Too expensive sometimes.	The amount of time necessary to repair/calibrate existing equipment	Producing electricity ( renewable et allowing mobility)	compressor	optical bench	According to  project	None	None	Yes	Need to adapt projects to available equipments	Equipment unavailable (other reasons than being broken)	Yes	Computer and softwares, scanners, 3D printer, plotter, micro-controller	Yes	Computer and softwares, scanners, 3D printer, plotter, micro-controller, centrifuge, smart phone as a microscope	Yes	smart phone as a microscope	Maybe	Rather Diy	Yes	More educational, easy to modify.	No		Yes	Scanner, RepRap	Yes
